Title,Period,Country,Latitude ,Longitude,World Bank Region,Classification,Description,Works per Country
"Flowers, from ""Nouvelle Suite de Fleurs idéales a l'usage des dessinateurs et des peintres"" (Nr 3)",Date Unknown,Null,,,Null,Prints,,
"Flowers, from ""Nouvelle Suite de Cahiers de Fleurs idéales a l'usage des dessinateurs et des peintres"" (Nr 3)",Date Unknown,Null,,,Null,Prints,,
"Three vignettes: fruit, two baskets of berries, basket of fruit and flowers",Date Unknown,Null,,,Null,Prints,,
"Vignettes of woman picking flowers, wheat, ivy, and two birds on a branch",Date Unknown,Null,,,Null,Prints,,
From Flowers album cards (W213),Date Unknown,Null,,,Null,Prints,,
Wood Stork's Bill and Dog Rose from Flowers album cards (W213),Date Unknown,Null,,,Null,Prints,,
September from Monthly Window Flowers album cards (W213),Date Unknown,Null,,,Null,Prints,,
"Pyrethrum, Titratheca Hirsuta, and Sweet William from Flowers album cards (W213)",Date Unknown,Null,,,Null,Prints,,
China Asters and Sweet Peas from Flowers album cards (W213),Date Unknown,Null,,,Null,Prints,,
Roses and Forget Me Nots from Flowers album cards (W213),Date Unknown,Null,,,Null,Prints,,
"Friezes with Birds, Flowers and Meandering Wreaths and Scrolls (5)",Date Unknown,Null,,,Null,Prints,,
"Friezes with Birds, Flowers and Meandering Wreaths and Scrolls (2)",Date Unknown,Null,,,Null,Prints,,
"Friezes with Birds, Flowers and Meandering Wreaths and Scrolls (8)",Date Unknown,Null,,,Null,Prints,,
"Cardboard Pierced for Wool Work with Lithographed Legend ""What is Home without A Mother"" and Thin Garlands with Flowers and Leaves",Date Unknown,Null,,,Null,Prints,,
"White Blue Bell, Hawkweed, Devil's Bit and Wild Pansy from Flowers album cards (W213)",Date Unknown,Null,,,Null,Prints,,
"Wood Violet, Small St John's Wort, Corn Poppy and White Campion from Flowers album cards (W213)",Date Unknown,Null,,,Null,Prints,,
"Aurora (Dawn) airborne scattering flowers, at the right a winged putto bearing a torch hold the hem of her garment",Date Unknown,Null,,,Null,Prints,,
Cartouche with Two Satyr Masks and Swags of Fruit and Flowers,Date Unknown,Null,,,Null,Prints,,
"Angel holding a basket of flowers, turned to the right and looking upward, from a series of twenty engravings after Guercino's Libro dei disegni",Date Unknown,Null,,,Null,Prints,,
"The Holy Family, Christ as a boy at right reaching towards flowers held by Joseph, the Virgin at center holding a book",Date Unknown,Null,,,Null,Prints,,
"The Holy Family, Christ as a boy at right reaching towards flowers held by Joseph, the Virgin at center holding a book",Date Unknown,Null,,,Null,Prints,,
Title Page: Clock framed by a Wreath of Flowers and Art and Science Instruments; from a Book of Designs for Goldsmiths,Date Unknown,Null,,,Null,Prints,,
Design for the Cover of a Cup with Flowers and Two Masks,Date Unknown,Null,,,Null,Prints,,
Design for Two Curved Strips with Fishermen and Flowers,Date Unknown,Null,,,Null,Prints,,
"Friezes with Birds, Flowers and Meandering Wreaths and Scrolls",Date Unknown,Null,,,Null,Prints,,
"War or peace, a man holding a bouquet of flowers in one hand and a feather in the other, illustration for 'Don Bullebulle'",Date Unknown,Null,,,Null,Prints,,
"Friezes with Birds, Flowers and Meandering Wreaths and Scrolls",Date Unknown,Null,,,Null,Prints,,
Dream Flowers (Les fleurs du rêve),Date Unknown,Null,,,Null,Prints,,
Advertisement for Emblems Poetry of Flowers,Date Unknown,Null,,,Null,Prints,,
"Catchfly Flower, Miss Willetts, from the Fairest Flowers of the World series (N106) to promote Honest Long Cut Tobacco manufactured by W. Duke Sons & Co.",Date Unknown,Null,,,Null,Prints,,
"Catchfly Flower, Miss Willetts, from the Fairest Flowers of the World series (N106) to promote Honest Long Cut Tobacco manufactured by W. Duke Sons & Co.",Date Unknown,Null,,,Null,Prints,,
"Lady Washington Flower, Helen Standish, from the Fairest Flowers of the World series (N106) to promote Honest Long Cut Tobacco manufactured by W. Duke Sons & Co.",Date Unknown,Null,,,Null,Prints,,
Evening Primrose from Language Of Flowers (N366) issued by Lone Jack Cigarette Company to promote Ruby Cigarettes,Date Unknown,Null,,,Null,Prints,,
Honeysuckle from the Language of Flowers series (N366) issued by the Lone Jack Cigarette Company to promote Ruby Cigarettes,Date Unknown,Null,,,Null,Prints,,
"Allegorical figure seated in the clouds, crowned with flowers by angels",Date Unknown,Null,,,Null,Prints,,
"Diana and Endymion, seated on a chariot led by horses at left, a sleeping man on the ground at right, a dog at left, and a putto holding flowers at center",Date Unknown,Null,,,Null,Prints,,
"Flora in her chariot scattering flowers, surrounded by putti and her attendant nymphs; after the fresco by Guercino in the Palazzo Ludovisi",Date Unknown,Null,,,Null,Prints,,
"L'Oiseau Posé sur un Chardon en Fleurs (The Bird Standing on Thistle Flower), from Lux Claustri ou La Lumière du Cloitre (The Light of the Cloisters), plate 13",Date Unknown,Null,,,Null,Prints,,
"The death of Saint Alesius, who is lying at left surrounded by monks and priests, doves carrying flowers overhead",Date Unknown,Null,,,Null,Prints,,
"Wilton album, folio 9b: The Holy Family with an Angel; the Christ Child on the right presenting flowers to the Virgin",Date Unknown,Null,,,Null,Prints,,
"Aurora amongst clouds and dropping flowers below, a putto at right and two birds below, after a fresco in the Palazzo Verospi, Rome",Date Unknown,Null,,,Null,Prints,,
"The Terrace, with flower-pots and vines, a man ascending a staircase at right, an obelisk in the background at center, from 'Views' (Vedute altre prese da i luoghi altre ideate da Antonio Canal)",Date Unknown,Null,,,Null,Prints,,
"Friezes with Birds, Flowers and Meandering Wreaths and Scrolls (1)",Date Unknown,Null,,,Null,Prints,,
Cartouche with two putti and flowers,Date Unknown,Null,,,Null,Prints,,
"Actress in hat with flowers and lapel watch pin, from the Girls series (N453) issued by The Banner Tobacco Company to promote Night Watch Long Cut Chewing and Smoking Tobacco",Date Unknown,Null,,,Null,Prints,,
Group of Flowers in Natural Outlines,Date Unknown,Null,,,Null,Prints,,
Group of Flowers in Natural Outlines,Date Unknown,Null,,,Null,Prints,,
Group of Flowers in Natural Outlines,Date Unknown,Null,,,Null,Prints,,
Group of Flowers in Natural Outlines,Date Unknown,Null,,,Null,Prints,,
Group of Flowers in Natural Outlines,Date Unknown,Null,,,Null,Prints,,
Group of Flowers in Natural Outlines,Date Unknown,Null,,,Null,Prints,,
Group of Flowers in Natural Outlines,Date Unknown,Null,,,Null,Prints,,
Group of Flowers in Natural Outlines,Date Unknown,Null,,,Null,Prints,,
"Vignette accompanying a poem, depicting two male figures and a female figure in a landscape with a basket of flowers on the ground at the female figure's left",Date Unknown,Null,,,Null,Prints,,
Vignette depicting a garden party with figures at left in foreground with baskets of flowers seated at a table and a dog beneath the table looking towards a little boy; musicians play at left; a balcony in the distance at right,Date Unknown,Null,,,Null,Prints,,
Vignette accompanying music depicting a woman presenting a seated man with flowers as onlookers surround them,Date Unknown,Null,,,Null,Prints,,
"Hepatique, Josie Hall, from the Fairest Flowers of the World series (N106) to promote Honest Long Cut Tobacco manufactured by W. Duke Sons & Co.",Date Unknown,Null,,,Null,Prints,,
"Sweet Fern, Miss Dutailley, from the Fairest Flowers of the World series (N106) to promote Honest Long Cut Tobacco manufactured by W. Duke Sons & Co.",Date Unknown,Null,,,Null,Prints,,
"Morning Glory, Ruth Stetson, from the Fairest Flowers of the World series (N106) to promote Honest Long Cut Tobacco manufactured by W. Duke Sons & Co.",Date Unknown,Null,,,Null,Prints,,
"Nasturtium, Jennie Satterlee, from the Fairest Flowers of the World series (N106) to promote Honest Long Cut Tobacco manufactured by W. Duke Sons & Co.",Date Unknown,Null,,,Null,Prints,,
"Witch Hazel, Lillian Grubb, from the Fairest Flowers of the World series (N106) to promote Honest Long Cut Tobacco manufactured by W. Duke Sons & Co.",Date Unknown,Null,,,Null,Prints,,
"Carnation, Annie Robe, from the Fairest Flowers of the World series (N106) to promote Honest Long Cut Tobacco manufactured by W. Duke Sons & Co.",Date Unknown,Null,,,Null,Prints,,
"Violets, Mrs. Edith Kingdon-Gould, from the Fairest Flowers of the World series (N106) to promote Honest Long Cut Tobacco manufactured by W. Duke Sons & Co.",Date Unknown,Null,,,Null,Prints,,
"Poppies, Mrs. James Brown Potter, from the Fairest Flowers of the World series (N106) to promote Honest Long Cut Tobacco manufactured by W. Duke Sons & Co.",Date Unknown,Null,,,Null,Prints,,
"Dahlias, Mme. Cottrelly, from the Fairest Flowers of the World series (N106) to promote Honest Long Cut Tobacco manufactured by W. Duke Sons & Co.",Date Unknown,Null,,,Null,Prints,,
"Buttercups, Mollie Fuller, from the Fairest Flowers of the World series (N106) to promote Honest Long Cut Tobacco manufactured by W. Duke Sons & Co.",Date Unknown,Null,,,Null,Prints,,
"Auricula, Bella Archer, from the Fairest Flowers of the World series (N106) to promote Honest Long Cut Tobacco manufactured by W. Duke Sons & Co.",Date Unknown,Null,,,Null,Prints,,
"Lilacs, Fannie Rice, from the Fairest Flowers of the World series (N106) to promote Honest Long Cut Tobacco manufactured by W. Duke Sons & Co.",Date Unknown,Null,,,Null,Prints,,
"Violet Asters, Isabelle Irving, from the Fairest Flowers of the World series (N106) to promote Honest Long Cut Tobacco manufactured by W. Duke Sons & Co.",Date Unknown,Null,,,Null,Prints,,
"Pink Geranium, Nannie Carter, from the Fairest Flowers of the World series (N106) to promote Honest Long Cut Tobacco manufactured by W. Duke Sons & Co.",Date Unknown,Null,,,Null,Prints,,
"Apple Blossom, Louise Paullin, from the Fairest Flowers of the World series (N106) to promote Honest Long Cut Tobacco manufactured by W. Duke Sons & Co.",Date Unknown,Null,,,Null,Prints,,
"Primrose, Mrs. Langtry, from the Fairest Flowers of the World series (N106) to promote Honest Long Cut Tobacco manufactured by W. Duke Sons & Co.",Date Unknown,Null,,,Null,Prints,,
"Fuchsia, Grace Henderson, from the Fairest Flowers of the World series (N106) to promote Honest Long Cut Tobacco manufactured by W. Duke Sons & Co.",Date Unknown,Null,,,Null,Prints,,
"Nasturtium, Jennie Satterlee, from the Fairest Flowers of the World series (N106) to promote Honest Long Cut Tobacco manufactured by W. Duke Sons & Co.",Date Unknown,Null,,,Null,Prints,,
"Hepatique, Josie Hall, from the Fairest Flowers of the World series (N106) to promote Honest Long Cut Tobacco manufactured by W. Duke Sons & Co.",Date Unknown,Null,,,Null,Prints,,
"Hyragranda, Isabelle Evesson, from the Fairest Flowers of the World series (N106) to promote Honest Long Cut Tobacco manufactured by W. Duke Sons & Co.",Date Unknown,Null,,,Null,Prints,,
"Purple Daisy, Ada Rehan, from the Fairest Flowers of the World series (N106) to promote Honest Long Cut Tobacco manufactured by W. Duke Sons & Co.",Date Unknown,Null,,,Null,Prints,,
"Fuchsia, Grace Henderson, from the Fairest Flowers of the World series (N106) to promote Honest Long Cut Tobacco manufactured by W. Duke Sons & Co.",Date Unknown,Null,,,Null,Prints,,
"Dragon Lily, Miss Engel, from the Fairest Flowers of the World series (N106) to promote Honest Long Cut Tobacco manufactured by W. Duke Sons & Co.",Date Unknown,Null,,,Null,Prints,,
"Hepatique, Josie Hall, from the Fairest Flowers of the World series (N106) to promote Honest Long Cut Tobacco manufactured by W. Duke Sons & Co.",Date Unknown,Null,,,Null,Prints,,
"Single Pinks, Adelaide Emerson, from the Fairest Flowers of the World series (N106) to promote Honest Long Cut Tobacco manufactured by W. Duke Sons & Co.",Date Unknown,Null,,,Null,Prints,,
"Grass Pinks, Leila Farrell, from the Fairest Flowers of the World series (N106) to promote Honest Long Cut Tobacco manufactured by W. Duke Sons & Co.",Date Unknown,Null,,,Null,Prints,,
"Jonquils, Miss Ilga, from the Fairest Flowers of the World series (N106) to promote Honest Long Cut Tobacco manufactured by W. Duke Sons & Co.",Date Unknown,Null,,,Null,Prints,,
"Tube Rose, Theresa Vaughn, from the Fairest Flowers of the World series (N106) to promote Honest Long Cut Tobacco manufactured by W. Duke Sons & Co.",Date Unknown,Null,,,Null,Prints,,
"Wild Field Carnation, Cora Tanner, from the Fairest Flowers of the World series (N106) to promote Honest Long Cut Tobacco manufactured by W. Duke Sons & Co.",Date Unknown,Null,,,Null,Prints,,
"Pansies, Isabelle Urquhart, from the Fairest Flowers of the World series (N106) to promote Honest Long Cut Tobacco manufactured by W. Duke Sons & Co.",Date Unknown,Null,,,Null,Prints,,
"Cowslip, Jennie M'Nulty, from the Fairest Flowers of the World series (N106) to promote Honest Long Cut Tobacco manufactured by W. Duke Sons & Co.",Date Unknown,Null,,,Null,Prints,,
"Dandelions, Rita Hart, from the Fairest Flowers of the World series (N106) to promote Honest Long Cut Tobacco manufactured by W. Duke Sons & Co.",Date Unknown,Null,,,Null,Prints,,
"Rhododendron, May Fortescue, from the Fairest Flowers of the World series (N106) to promote Honest Long Cut Tobacco manufactured by W. Duke Sons & Co.",Date Unknown,Null,,,Null,Prints,,
"Poppies, Mrs. James Brown Potter, from the Fairest Flowers of the World series (N106) to promote Honest Long Cut Tobacco manufactured by W. Duke Sons & Co.",Date Unknown,Null,,,Null,Prints,,
"Rose, Laura Burt, from the Fairest Flowers of the World series (N106) to promote Honest Long Cut Tobacco manufactured by W. Duke Sons & Co.",Date Unknown,Null,,,Null,Prints,,
"Wild Field Carnation, Cora Tanner, from the Fairest Flowers of the World series (N106) to promote Honest Long Cut Tobacco manufactured by W. Duke Sons & Co.",Date Unknown,Null,,,Null,Prints,,
"Gentian, Lillian Russell, from the Fairest Flowers of the World series (N106) to promote Honest Long Cut Tobacco manufactured by W. Duke Sons & Co.",Date Unknown,Null,,,Null,Prints,,
"Daisy, Maud Branscombe, from the Fairest Flowers of the World series (N106) to promote Honest Long Cut Tobacco manufactured by W. Duke Sons & Co.",Date Unknown,Null,,,Null,Prints,,
"Jonquils, Miss Ilga, from the Fairest Flowers of the World series (N106) to promote Honest Long Cut Tobacco manufactured by W. Duke Sons & Co.",Date Unknown,Null,,,Null,Prints,,
"Violet Asters, Isabelle Irving, from the Fairest Flowers of the World series (N106) to promote Honest Long Cut Tobacco manufactured by W. Duke Sons & Co.",Date Unknown,Null,,,Null,Prints,,
"Edelweiss, Sadie Martinot, from the Fairest Flowers of the World series (N106) to promote Honest Long Cut Tobacco manufactured by W. Duke Sons & Co.",Date Unknown,Null,,,Null,Prints,,
"Lynchnis Alfina, Nettie Guyon, from the Fairest Flowers of the World series (N106) to promote Honest Long Cut Tobacco manufactured by W. Duke Sons & Co.",Date Unknown,Null,,,Null,Prints,,
"Rhododendron, May Fortescue, from the Fairest Flowers of the World series (N106) to promote Honest Long Cut Tobacco manufactured by W. Duke Sons & Co.",Date Unknown,Null,,,Null,Prints,,
"Apple Blossom, Louise Paullin, from the Fairest Flowers of the World series (N106) to promote Honest Long Cut Tobacco manufactured by W. Duke Sons & Co.",Date Unknown,Null,,,Null,Prints,,
"Gentian, Lillian Russell, from the Fairest Flowers of the World series (N106) to promote Honest Long Cut Tobacco manufactured by W. Duke Sons & Co.",Date Unknown,Null,,,Null,Prints,,
