Title,Country,Period,Classification
"The Mystery of the Rosary, various people below holding rosaries with two soldiers holding spears to them, the Virgin and Child at top center, an angel at right holding a cross and another holding Veronica's veil, angels overhead holding flags and banners, flowers from overhead falling onto the people below",Null,Date Unknown,Prints
The Little Flowers of Saint Francis of Assisi,Null,Date Unknown,Books
How To Tell The Birds From The Flowers: A Manual of Flornithology for Beginners,Null,Date Unknown,Books
"Textile Design with Interlacing Branches with Roses, Flowers and Leaves",Null,Date Unknown,Drawings
Textile Design with Vertical Branches with leaves and Pairs of Large Stylized Flowers,Null,Date Unknown,Drawings
Flowering Plum and Rock,China,17th - 20th Century,Paintings
"Alternative plan for a ceiling decoration depicting Aurora distributing flowers, from Grands quarts-de-plafond à la romaine, plate 4, bound in Oeuvres. Vol. I",France,Date Unknown,Prints
"Two variants a ceiling decoration depicting a putto holding a basket of flowers on his head at lower right, from Nouveaux ornements ou plafonds, plate 6, bound in Oeuvres. Vol. I",France,Date Unknown,Prints
"Two trophies of arms with a vase holding flowers in an oval at lower right and with two lions, from Montants de trophées d'armes à l'antique, plate 3, bound in Oeuvres. Vol. IV",France,Date Unknown,Prints
"A term holding a vase of flowers on his head at right, from Grotesques et mauresques à la romaine, plate 5, bound in Oeuvres. Vol. IV",France,Date Unknown,Prints
"Vase in profile ornamented with a frieze of sphinxes and a putto carrying a vase of flowers on his head, from Grands vases dans des bordures décoratives, plate 4, bound in Oeuvres. Vol. III",France,Date Unknown,Prints
Common Wayside Flowers,Null,Date Unknown,Books
Common Wayside Flowers,Null,Date Unknown,Books
"Four Putti Playing with Flowers, Rondel in a Rectangular Frame (in ""Designs for Various Ornaments,"" pl. 30)",England,Date Unknown,Prints
Fairy Flowers: Nature Legends of Fact & Fantasy,Null,Date Unknown,Books
"Floral Designs for the Table; being Directions for Its Ornamentation with Leaves, Flowers, & Fruit.",England,Date Unknown,Books
Flowers and Festivals or Directions for Floral Decoration of Churches,England,Date Unknown,Books
The Flowers Personified,Null,Date Unknown,Books
"Flowers Festival at Bois de Boulogne (Bois de Boulogne, fete des Fleurs)",Null,Date Unknown,Drawings
"Composition with a large vase of flowers framed by two male nudes at left, to the right two putti wrestle over a hare as a third watches, all framed by grotesque friezes and architectural elements, plate 4 from ""David trionfante di Golia e de' filistei"", after the frescoes by Pietro da Cortona in the Palazzo del Pigneto, Rome",Null,Date Unknown,Prints
"Composition with a putto seated next to a basket filled with fruit and a peacock perched on top, to the right a large vase of flowers framed by two male nudes; all framed by grotesque friezes and architectural elements, plate 3 from ""David trionfante di Golia e de' filistei"", after the frescoes by Pietro da Cortona in the Palazzo del Pigneto, Rome",Null,Date Unknown,Prints
"Composition with two putti playing with a small bird on a string, to the right a large vase of flowers framed by two male nudes; all framed by grotesque friezes and architectural elements, plate 6 from ""David trionfante di Golia e de' filistei"", after the frescoes by Pietro da Cortona in the Palazzo del Pigneto, Rome",Null,Date Unknown,Prints
"Composition with a large vase of flowers framed by two male nudes at left, to the right two putti play with a hare, all framed by grotesque friezes and architectural elements, plate 1 from ""David trionfante di Golia e de' filistei"", after the frescoes by Pietro da Cortona in the Palazzo del Pigneto, Rome",Null,Date Unknown,Prints
"Fleurs (Flowers), Plate 2",France,Date Unknown,Books
Textile Design with Bundles of Stylized Flowers Inside Square Frames Over a Checked Background,Null,Date Unknown,Drawings
Textile designs with stylized flowers and scrolling garlands,France,Date Unknown,Books
"Designs for ribbons or borders with palmettes, stylized flowers and leaves, and scrolling motifs",France,Date Unknown,Books
"Fleurs (Flowers), Plate 11",France,Date Unknown,Books
"Fleurs (Flowers), Plate 12",France,Date Unknown,Books
Lady's Slipper from the Language of Flowers series (N366) issued by the Lone Jack Cigarette Company to promote Ruby Cigarettes,Null,Date Unknown,Prints
Eschscholtzia from the Language of Flowers series (N366) issued by the Lone Jack Cigarette Company to promote Ruby Cigarettes,Null,Date Unknown,Prints
Moss Rose Bud from the Language of Flowers series (N366) issued by the Lone Jack Cigarette Company to promote Ruby Cigarettes,Null,Date Unknown,Prints
Heliotrope from Language Of Flowers (N366) issued by Lone Jack Cigarette Company,Null,Date Unknown,Prints
White Camellia from the Language of Flowers series (N366) issued by the Lone Jack Cigarette Company to promote Ruby Cigarettes,Null,Date Unknown,Prints
Orange Blossom from the Language of Flowers series (N366) issued by the Lone Jack Cigarette Company to promote Ruby Cigarettes,Null,Date Unknown,Prints
Peony from the Language of Flowers series (N366) issued by the Lone Jack Cigarette Company to promote Lone Jack Cigarettes,Null,Date Unknown,Prints
Lily of the Valley from the Language of Flowers series (N366) issued by the Lone Jack Cigarette Company to promote Ruby Cigarettes,Null,Date Unknown,Prints
Lilac (Purple) from the Language of Flowers series (N366) issued by the Lone Jack Cigarette Company to promote Lone Jack Cigarettes,Null,Date Unknown,Prints
Rose Scented Geranium from the Language of Flowers series (N366) issued by the Lone Jack Cigarette Company to promote Lone Jack Cigarettes,Null,Date Unknown,Prints
"Chrysanthemum, Yellow from the Language of Flowers series (N366) issued by the Lone Jack Cigarette Company to promote Ruby Cigarettes",Null,Date Unknown,Prints
Water Lily from the Language of Flowers series (N366) issued by the Lone Jack Cigarette Company to promote Lone Jack Cigarettes,Null,Date Unknown,Prints
American Cowslip from the Language of Flowers series (N366) issued by the Lone Jack Cigarette Company to promote Ruby Cigarettes,Null,Date Unknown,Prints
Arbutus from the Language of Flowers series (N366) issued by the Lone Jack Cigarette Company to promote Ruby Cigarettes,Null,Date Unknown,Prints
Red Rose from Language Of Flowers (N366) issued by Lone Jack Cigarette Company to promote Ruby Cigarettes,Null,Date Unknown,Prints
Ambrosia from the Language of Flowers series (N366) issued by the Lone Jack Cigarette Company to promote Ruby Cigarettes,Null,Date Unknown,Prints
"Eglantine, Sweet Briar from Language Of Flowers (N366) issued by Lone Jack Cigarette Company to promote Ruby Cigarettes",Null,Date Unknown,Prints
Jonquil from Language Of Flowers (N366) issued by Lone Jack Cigarette Company to promote Ruby Cigarettes,Null,Date Unknown,Prints
Wallflower from Language Of Flowers (N366) issued by Lone Jack Cigarette Company to promote Lone Jack Cigarettes,Null,Date Unknown,Prints
"Tulip, Yellow from Language Of Flowers (N366) issued by Lone Jack Cigarette Company to promote Lone Jack Cigarettes",Null,Date Unknown,Prints
Christmas Rose from Language Of Flowers (N366) issued by Lone Jack Cigarette Company to promote Ruby Cigarettes,Null,Date Unknown,Prints
White Hyacinth from Language Of Flowers (N366) issued by Lone Jack Cigarette Company to promote Ruby Cigarettes,Null,Date Unknown,Prints
Chinese Primrose from Language Of Flowers (N366) issued by Lone Jack Cigarette Company to promote Ruby Cigarettes,Null,Date Unknown,Prints
Oxlip from Language Of Flowers (N366) issued by Lone Jack Cigarette Company to promote Ruby Cigarettes,Null,Date Unknown,Prints
Calla Aethiopica from Language Of Flowers (N366) issued by Lone Jack Cigarette Company to promote Ruby Cigarettes,Null,Date Unknown,Prints
Peach from Language Of Flowers (N366) issued by Lone Jack Cigarette Company to promote Ruby Cigarettes,Null,Date Unknown,Prints
White Rose from Language Of Flowers (N366) issued by Lone Jack Cigarette Company to promote Ruby Cigarettes,Null,Date Unknown,Prints
Indian Pink (double) from Language Of Flowers (N366) issued by Lone Jack Cigarette Company to promote Ruby Cigarettes,Null,Date Unknown,Prints
Sweet Violet from Language Of Flowers (N366) issued by Lone Jack Cigarette Company to promote Ruby Cigarettes,Null,Date Unknown,Prints
Pink (red double) from Language Of Flowers (N366) issued by Lone Jack Cigarette Company to promote Lone Jack Cigarettes,Null,Date Unknown,Prints
Daisy from Language Of Flowers (N366) issued by Lone Jack Cigarette Company to promote Lone Jack Cigarettes,Null,Date Unknown,Prints
Austrian Rose from Language Of Flowers (N366) issued by Lone Jack Cigarette Company to promote Ruby Cigarettes,Null,Date Unknown,Prints
Sunflower (dwarf) from Language Of Flowers (N366) issued by Lone Jack Cigarette Company to promote Ruby Cigarettes,Null,Date Unknown,Prints
Forget Me Not from Language Of Flowers (N366) issued by Lone Jack Cigarette Company to promote Ruby Cigarettes,Null,Date Unknown,Prints
Oak Leaved Geranium from Language Of Flowers (N366) issued by Lone Jack Cigarette Company to promote Ruby Cigarettes,Null,Date Unknown,Prints
Amethyst from Language Of Flowers (N366) issued by Lone Jack Cigarette Company to promote Lone Jack Cigarettes,Null,Date Unknown,Prints
Oak Leaved Geranium from Language Of Flowers (N366) issued by Lone Jack Cigarette Company to promote Lone Jack Cigarettes,Null,Date Unknown,Prints
Musk Rose Cluster from Language Of Flowers (N366) issued by Lone Jack Cigarette Company to promote Ruby Cigarettes,Null,Date Unknown,Prints
Malon Greeana from Language Of Flowers (N366) issued by Lone Jack Cigarette Company to promote Ruby Cigarettes,Null,Date Unknown,Prints
Red Camellia Janonica from Language Of Flowers (N366) issued by Lone Jack Cigarette Company to promote Ruby Cigarettes,Null,Date Unknown,Prints
Tuberose from Language Of Flowers (N366) issued by Lone Jack Cigarette Company to promote Lone Jack Cigarettes,Null,Date Unknown,Prints
Acacia from Language Of Flowers (N366) issued by Lone Jack Cigarette Company to promote Ruby Cigarettes,Null,Date Unknown,Prints
Sweet William from Language Of Flowers (N366) issued by Lone Jack Cigarette Company to promote Ruby Cigarettes,Null,Date Unknown,Prints
Shepherd's Purse from Language Of Flowers (N366) issued by Lone Jack Cigarette Company to promote Ruby Cigarettes,Null,Date Unknown,Prints
Pansy from Language Of Flowers (N366) issued by Lone Jack Cigarette Company to promote Ruby Cigarettes,Null,Date Unknown,Prints
Bridal Rose from Language Of Flowers (N366) issued by Lone Jack Cigarette Company to promote Lone Jack Cigarettes,Null,Date Unknown,Prints
"You are fond of flowers, from the Fortunes series (T62) issued to promote Turkish Trophies Cigarettes",Null,Date Unknown,Prints
Textile designs with semi-abstract patterns and stylized flowers and leaves,France,Date Unknown,Books
"Lilacs, Fannie Rice, from the Fairest Flowers of the World series (N106) to promote Honest Long Cut Tobacco manufactured by W. Duke Sons & Co.",Null,Date Unknown,Prints
Textile (?) designs with thin garlands of flowers and leaves,France,Date Unknown,Books
Ornamental designs with semi-abstract patterns and thin bundles of flowers and leaves,France,Date Unknown,Books
Helicon Hill. Being a Pleasant Posy of rather Wild Wild Flowers Gathered on the Foothills of Parnassus,England,Date Unknown,Books
Design for a Hair Pin (?) with a Female Figure on a Bundle of Flowers and Leaves,Null,Date Unknown,Albums
Theatrical robe with flowers and butterflies,China,17th - 20th Century,Clothing
"The Florists' Manual, or, Hints for the Construction of a Gay Flower-Garden; with Directions for Preventing the Depredations of Insections.",England,Date Unknown,Books
"The Florist's Manual, or Hints for the Construction of a gay flower-garden. . .",England,Date Unknown,Books
Textile Design with Thin Bundles of Flowers and Leaves and Undulating Ribbons with Rings,Null,Date Unknown,Drawings
Textile Design with Large Flowers and Dots over a Striped Background,Null,Date Unknown,Drawings
Textile Design with Stylized Flowers over a Checked Background,Null,Date Unknown,Drawings
Textile Design with Bundles of Flowers and Leaves Over Semi-Abstract Paisley Motifs,Null,Date Unknown,Drawings
Textile Design with Roundels with Swirling Motifs Decorated with Stylized Flowers Over a Background with Tiny Paisley Motifs,Null,Date Unknown,Drawings
Textile Design with Bundles of Flowers and Leaves over a Glitched Background with Large Branches with Leaves,Null,Date Unknown,Drawings
Textile Design with Bundles of Large Stylized Flowers and Rosettes over a Striped Background,Null,Date Unknown,Drawings
Textile Design with Baskets with Bundles of Flowers and Leaves and a Ribbon Bow on the Handle,Null,Date Unknown,Drawings
"Adonis turning into an Anemone Flower, from Les Metamorphoses d'Ovide, Traduction nouvelle Avec le texte latin, suivie d'une analyse de l'explication des Fables, de notes géographiques, historiques, mythologiques et critiques, Par M.G.T. Villenave; ornée de gravures d'après les dessins de MM. LeBarbier, Monsiau et Moreau. A Paris, Chez les Éditeurs, F. Gay Libraire, rue de la Harpe, Bureau de la Bible; Ch. Guestard, Avocat, rue Saint Germain-l'Auxerrois. De l'Imprimerie de P. Didot l'aîné. MDCCCVI.",Null,Date Unknown,Prints
"Adonis turning into an Anemone Flower, from Les Metamorphoses d'Ovide, Traduction nouvelle Avec le texte latin, suivie d'une analyse de l'explication des Fables, de notes géographiques, historiques, mythologiques et critiques, Par M.G.T. Villenave; ornée de gravures d'après les dessins de MM. LeBarbier, Monsiau et Moreau. A Paris, Chez les Éditeurs, F. Gay Libraire, rue de la Harpe, Bureau de la Bible; Ch. Guestard, Avocat, rue Saint Germain-l'Auxerrois. De l'Imprimerie de P. Didot l'aîné. MDCCCVI.",Null,Date Unknown,Prints
Gathering Flowers Academy,China,20th Century,Ink
Summer Robe (Katabira) with Autumn Flowers and Insect Cages,Japan,17th - 19th Century,Clothing
"Sophonisba, portrait of a woman with fur around her, flowers and a curtain at left",Null,Date Unknown,Prints
