File,_ - accession_number,_ - artist,_ - title,_ - country,_ - dated,_ - description,_ - id,_ - style,_ - classification
111625.json,2011.5.1,Maker: André Schiller,Eucharistic Chalice,Germany,1627,"stemmed cup on wide base; base decorated with scrolls, three-dimensional winged heads, and bouquets; three winged heads with tasseled cord pendants on stem separate three cartouches--crucified Christ with ""1627"", engraved panel with scrolls, heart, flowers, and ""MARIA"", engraved panel with scrolls and ""IHS""; three angels in relief on cup separating cartouches with engraved scroll and flower designs; silver and gold patina",http://api.artsmia.org/objects/111625,17th century, Metalwork
111637.json,P.47.138,Engraver: Nicolaes de Bruyn; Artist: After Maarten de Vos,Terra,Netherlands,17th century,"center image: seated nude woman holding horn of plenty and surrounded by fruits vegetables, small animals and flowers; trees in distance right; surrounding frame: in corners sheep, stag, bull and lion; along sides trees and vines loaded with fruit and flowers; wheat and bread along top, vegetables and fruit at bottom; from a series of four plates",http://api.artsmia.org/objects/111637,17th century, Prints
111675.json,2011.28,Artist: Unknown,Nautilus shell cup,Germany,c. 1660-1680,"ovoid foot with beaded edge and silver rim decorated with scrolls and flowers; long stem with silver and gilt figure of Neptune with long hair and beard, holding a trident, riding a hippocamp; Neptune wears elaborate scrolled crown; nautilus shell forms cup, decorated with gilt and silver mountings with swags, a grotesque face, two caryatids, and a satyr, with two crabs and two turtles holding decorative silver ball pendants; topped with Jonah (?) emerging from the whale's mouth; whale ridden by Cupid (?), holding gold reigns",http://api.artsmia.org/objects/111675,17th century, Metalwork
111845.json,2011.32,,Dress,United States,c. 1880-1900,"blue wool with white at sleeve ends and hem; bodice around neckline covered with 11 rows of white tubular shells; star or flower medallions of white tubular shells and sequins around hem, above rows of green, purple, and silver sequins, green, tan and dark pink ribbon, and metallic gold trim with twisted fringe; floral shell and sequin medallions with green ribbon trim on sleeves; red, yellow and purple ribbons at shoulders and top on back",http://api.artsmia.org/objects/111845,19th century, Clothing
111879.json,2011.29,,Mami Wata figure,Nigeria,1950s,"standing female figure wearing short pleated yellow skirt, belt with tan disks, silver blouse, red and black bolero jacket, silver shoes, and silver necklace with flower or star pendant; woman has long black hair and wide eyes; body intertwined with one snake, another snake around woman's neck; attached black metal mount",http://api.artsmia.org/objects/111879,20th century, Woodwork; Sculpture
112022.json,93.79.5,,"Dancing Girls Taking Jinrikisha, from a photography album with images of Japan",Japan,19th-20th century,"two young women wearing traditional Japanese costumes and carrying parasols; standing woman at left wears pale green kimono with pink, yellow and light blue flowers; woman at center in lavender and green kimono is seated in a rickshaw; rickshaw driver at right holding wheel of rickshaw, dressed in black",http://api.artsmia.org/objects/112022,19th-20th century, Photographs
112024.json,93.79.7,,"Untitled, from a photography album with images of Japan",Japan,19th-20th century,"young woman wearing traditional Japanese garments seated in an interior, sewing, with sewing box to her right and fabrics on the floor to her left; handing scroll, lutes, and red stand with vase with flowers in background",http://api.artsmia.org/objects/112024,19th-20th century, Photographs
112027.json,93.79.10,,"Dressing, from a photography album with images of Japan",Japan,19th-20th century,"two young women wearing traditional Japanese garments; kneeling woman at right wearing blue and grey striped kimono assists standing woman at left, wearing a flowered kimono with blue ground, with tying her obi; folding screen and hanging scroll in background",http://api.artsmia.org/objects/112027,19th-20th century, Photographs
112028.json,93.79.11,,"Singing Girls, from a photography album with images of Japan",Japan,19th-20th century,"standing young woman wearing a lavender kimono and pale blue and grey plaid obi, looking at her reflection in a mirror; girl holds pink and white flowers; screen with painting of cranes at left",http://api.artsmia.org/objects/112028,19th-20th century, Photographs
112030.json,93.79.13,,"Kago (Travelling Chair), from a photography album with images of Japan",Japan,19th-20th century,"young woman seated in a sling-like chair attached to a pole held on the shoulders of two young men; woman wears light blue kimono with pink flowers on the shoulder; sling covered in multicolored patchwork fabric; bundle and parasol tied to top of pole; men wear short open shirts, loincloths and plant fiber sandals",http://api.artsmia.org/objects/112030,19th-20th century, Photographs
112031.json,93.79.14,,"Untitled, from a photography album with images of Japan",Japan,19th-20th century,"young woman and three girls wearing traditional Japanese garments; woman at right seated with a water jar (?) in front of her, wearing a light blue and purple patterned kimono; three girls at right wear patterned kimonos of light blue, grey and red, with pink flowers in their hair; girl at center holds a tan bowl which she gazes into; backdrop of interior behind figures",http://api.artsmia.org/objects/112031,19th-20th century, Photographs
112034.json,93.79.17,,"Girl with Looking-glass, from a photography album with images of Japan",Japan,19th-20th century,"standing young woman wearing blue and grey striped kimono and black, pale green, maroon and pink obi; girl holds two mirrors so that she can see the back of her head; lute and vase of flowers behind woman; cosmetic box with another mirror in front of woman",http://api.artsmia.org/objects/112034,19th-20th century, Photographs
112037.json,93.79.20,,"Untitled, from a photography album with images of Japan",Japan,19th-20th century,"twelve young women and girls in a Japanese garden; girls wear patterned, colorful kimonos; two girls have pink flowers in their hair",http://api.artsmia.org/objects/112037,19th-20th century, Photographs
112041.json,93.79.24,,"Untitled, from a photography album with images of Japan",Japan,19th-20th century,"portrait of a woman wearing a striped kimono, white cloth on her head, flowered apron, and ""geta"" sandals, holding a round tray and a teapot",http://api.artsmia.org/objects/112041,19th-20th century, Photographs
112045.json,93.79.28,,"Showing Back Style, from a photography album with images of Japan",Japan,19th-20th century,"four women seated on a bench covered with a patterned cloth, seen from back; women are wearing, from left: light blue obi, grey and white striped kimono, yellow fabric tied between shoulders; greenish-tan obi, light green and grey patterned kimono, pink fabric tied between shoulders; light green obi, greyish-blue kimono, dark red fabric tied between shoulders; light brown obi, light blue kimono with pink and red flowers, purple fabric tied between shoulders",http://api.artsmia.org/objects/112045,19th-20th century, Photographs
112047.json,93.79.30,,"Untitled, from a photography album with images of Japan",Japan,19th-20th century,"portrait of five young ladies in tradition Japanese garments; three standing, two seated; folding screen behind figures; women wear floral patterned kimonos; three have pink flowers in their hair",http://api.artsmia.org/objects/112047,19th-20th century, Photographs
112049.json,93.79.32,,"Girls Dressing Hair, from a photography album with images of Japan",Japan,19th-20th century,"seated woman styling the hair of a girl in a purple, yellow and red kimono who looks into a mirror on a stand in front of her; another seated girl, wearing a light blue kimono with pink and yellow flowers, holds a flowered hair ornament",http://api.artsmia.org/objects/112049,19th-20th century, Photographs
112053.json,93.79.36,,"Dancing Girl Playing Tsudzumi, from a photography album with images of Japan",Japan,19th-20th century,"crouching girl wearing blue striped kimono with pink and red flowers, playing two drums",http://api.artsmia.org/objects/112053,19th-20th century, Photographs
112055.json,93.79.38,,"Dancing Girl Making Paper Birds, from a photography album with images of Japan",Japan,19th-20th century,"young woman wearing grey kimono with pink and yellow flowers, holding an origami bird made of white paper",http://api.artsmia.org/objects/112055,19th-20th century, Photographs
112058.json,93.79.41,,"Dancing, from a photography album with images of Japan",Japan,19th-20th century,"three young women wearing traditional Japanese costumes, in dancing poses, in a narrow hallway in front of a folding screen; two girls and right wear kimonos with small flowers; girl at left wears pale blue kimono",http://api.artsmia.org/objects/112058,19th-20th century, Photographs
112059.json,93.79.42,,"Untitled, from a photography album with images of Japan",Japan,19th-20th century,"two girls wearing flowerd kimonos, seated snuggled next to each other, cheek to cheek",http://api.artsmia.org/objects/112059,19th-20th century, Photographs
